#YYYY MM DD HH MM P(mm) PET(mm)
2009  7  5  2  0 0.00000 0.00000
2009  7  5  3  0 0.00000 0.00000
2009  7  5  4  0 0.00000 0.00000
2009  7  5  5  0 0.00000 0.00000
2009  7  5  6  0 0.00000 0.00000
2009  7  5  7  0 0.00000 0.00000
2009  7  5  8  0 0.00000 0.00000
2009  7  5  9  0 0.00000 0.00000
2009  7  5 10  0 0.00000 0.00000
2009  7  5 11  0 0.05660 0.00001
2009  7  5 12  0 0.00000 0.00496
2009  7  5 13  0 0.00000 0.02462
2009  7  5 14  0 0.00000 0.10274
2009  7  5 15  0 0.00000 0.17903
2009  7  5 16  0 0.00000 0.32687
2009  7  5 17  0 0.00000 0.41944
2009  7  5 18  0 0.00000 0.39232
2009  7  5 19  0 0.00000 0.26128
2009  7  5 20  0 0.05660 0.18790
2009  7  5 21  0 0.00000 0.09285
2009  7  5 22  0 0.00000 0.03772
2009  7  5 23  0 0.00000 0.04976
2009  7  6  0  0 0.00000 0.02519
2009  7  6  1  0 0.00000 0.00221
2009  7  6  2  0 0.00000 0.00000
2009  7  6  3  0 0.00000 0.00000
2009  7  6  4  0 0.00000 0.00000
2009  7  6  5  0 0.00000 0.00000
2009  7  6  6  0 0.00000 0.00000
2009  7  6  7  0 0.00000 0.00000
2009  7  6  8  0 0.00000 0.00000
2009  7  6  9  0 0.00000 0.00000
2009  7  6 10  0 0.05660 0.00000
2009  7  6 11  0 0.00000 0.00007
2009  7  6 12  0 0.00000 0.01008
2009  7  6 13  0 0.00000 0.05330
2009  7  6 14  0 0.00000 0.15154
2009  7  6 15  0 0.00000 0.23616
2009  7  6 16  0 0.00000 0.30070
2009  7  6 17  0 0.00000 0.33126
2009  7  6 18  0 0.33962 0.25780
2009  7  6 19  0 0.00000 0.14240
2009  7  6 20  0 0.00000 0.09088
2009  7  6 21  0 0.00000 0.10915
2009  7  6 22  0 0.00000 0.11772
2009  7  6 23  0 0.00000 0.08978
2009  7  7  0  0 0.00000 0.03802
2009  7  7  1  0 0.00000 0.00589
2009  7  7  2  0 0.00000 0.00000
2009  7  7  3  0 0.00000 0.00000
2009  7  7  4  0 0.05660 0.00000
2009  7  7  5  0 0.18868 0.00000
2009  7  7  6  0 0.00000 0.00000
2009  7  7  7  0 0.00000 0.00000
2009  7  7  8  0 0.00000 0.00000
2009  7  7  9  0 0.00000 0.00000
2009  7  7 10  0 0.00000 0.00000
2009  7  7 11  0 0.00000 0.00000
2009  7  7 12  0 0.11320 0.00078
2009  7  7 13  0 0.09434 0.00389
2009  7  7 14  0 0.24528 0.01010
2009  7  7 15  0 0.15094 0.01668
2009  7  7 16  0 0.00000 0.04314
2009  7  7 17  0 0.00000 0.19532
2009  7  7 18  0 0.00000 0.30207
2009  7  7 19  0 0.52830 0.25347
2009  7  7 20  0 0.00000 0.18469
2009  7  7 21  0 0.05660 0.10064
2009  7  7 22  0 0.05660 0.04513
2009  7  7 23  0 0.00000 0.03743
2009  7  8  0  0 0.00000 0.01817
2009  7  8  1  0 0.00000 0.00222
2009  7  8  2  0 0.00000 0.00000
2009  7  8  3  0 0.00000 0.00000
2009  7  8  4  0 0.00000 0.00000
2009  7  8  5  0 0.00000 0.00000
2009  7  8  6  0 0.00000 0.00000
2009  7  8  7  0 0.00000 0.00000
2009  7  8  8  0 0.20754 0.00000
2009  7  8  9  0 0.24528 0.00000
2009  7  8 10  0 2.49057 0.00000
2009  7  8 11  0 0.00000 0.00014
2009  7  8 12  0 0.00000 0.01366
2009  7  8 13  0 0.67924 0.02416
2009  7  8 14  0 0.00000 0.10020
2009  7  8 15  0 0.00000 0.16902
2009  7  8 16  0 0.00000 0.28482
2009  7  8 17  0 0.00000 0.29352
2009  7  8 18  0 0.00000 0.20384
2009  7  8 19  0 0.00000 0.22100
2009  7  8 20  0 0.00000 0.29662
2009  7  8 21  0 0.00000 0.31237
2009  7  8 22  0 0.05660 0.19488
2009  7  8 23  0 0.05660 0.05843
2009  7  9  0  0 0.00000 0.00684
2009  7  9  1  0 0.00000 0.00040
2009  7  9  2  0 0.00000 0.00000
2009  7  9  3  0 0.00000 0.00000
2009  7  9  4  0 0.00000 0.00000
2009  7  9  5  0 0.00000 0.00000
2009  7  9  6  0 0.00000 0.00000
2009  7  9  7  0 0.00000 0.00000
2009  7  9  8  0 0.00000 0.00000
2009  7  9  9  0 0.00000 0.00000
2009  7  9 10  0 0.00000 0.00000
2009  7  9 11  0 0.00000 0.00000
2009  7  9 12  0 0.00000 0.00170
2009  7  9 13  0 0.00000 0.03375
2009  7  9 14  0 0.00000 0.09904
2009  7  9 15  0 0.00000 0.16226
2009  7  9 16  0 0.00000 0.21742
2009  7  9 17  0 0.00000 0.25077
2009  7  9 18  0 0.09434 0.20350
2009  7  9 19  0 2.32074 0.08328
2009  7  9 20  0 0.86792 0.01779
2009  7  9 21  0 0.35848 0.00762
2009  7  9 22  0 0.05660 0.00932
2009  7  9 23  0 0.00000 0.01161
2009  7 10  0  0 0.00000 0.00626
2009  7 10  1  0 0.00000 0.00108
2009  7 10  2  0 0.00000 0.00000
2009  7 10  3  0 0.00000 0.00000
2009  7 10  4  0 0.00000 0.00000
2009  7 10  5  0 0.00000 0.00000
2009  7 10  6  0 0.00000 0.00000
2009  7 10  7  0 0.00000 0.00000
2009  7 10  8  0 0.00000 0.00000
2009  7 10  9  0 0.00000 0.00000
2009  7 10 10  0 0.00000 0.00000
2009  7 10 11  0 0.00000 0.00000
2009  7 10 12  0 0.00000 0.00474
2009  7 10 13  0 0.00000 0.01718
2009  7 10 14  0 0.00000 0.04312
2009  7 10 15  0 0.00000 0.12343
2009  7 10 16  0 0.00000 0.22524
2009  7 10 17  0 0.05660 0.25076
2009  7 10 18  0 0.00000 0.16623
2009  7 10 19  0 0.15094 0.12924
2009  7 10 20  0 0.15094 0.10728
2009  7 10 21  0 0.00000 0.08475
2009  7 10 22  0 0.00000 0.06019
2009  7 10 23  0 0.00000 0.03050
2009  7 11  0  0 0.00000 0.01054
2009  7 11  1  0 0.00000 0.00176
2009  7 11  2  0 0.00000 0.00000
2009  7 11  3  0 0.00000 0.00000
2009  7 11  4  0 0.00000 0.00000
2009  7 11  5  0 0.00000 0.00000
2009  7 11  6  0 0.00000 0.00000
2009  7 11  7  0 0.00000 0.00000
2009  7 11  8  0 0.52830 0.00000
2009  7 11  9  0 0.00000 0.00000
2009  7 11 10  0 0.00000 0.00000
2009  7 11 11  0 2.01887 0.00000
2009  7 11 12  0 0.18868 0.00070
2009  7 11 13  0 0.00000 0.00776
2009  7 11 14  0 0.09434 0.01416
2009  7 11 15  0 0.05660 0.04593
2009  7 11 16  0 0.00000 0.22492
2009  7 11 17  0 0.00000 0.38107
2009  7 11 18  0 0.00000 0.40724
2009  7 11 19  0 0.05660 0.30168
2009  7 11 20  0 0.00000 0.13134
2009  7 11 21  0 0.00000 0.03754
2009  7 11 22  0 0.00000 0.01268
2009  7 11 23  0 0.05660 0.00942
2009  7 12  0  0 0.00000 0.00546
2009  7 12  1  0 0.00000 0.00092
2009  7 12  2  0 0.05660 0.00000
2009  7 12  3  0 0.00000 0.00000
2009  7 12  4  0 0.00000 0.00000
2009  7 12  5  0 0.00000 0.00000
2009  7 12  6  0 0.30188 0.00000
2009  7 12  7  0 0.00000 0.00000
2009  7 12  8  0 0.73584 0.00000
2009  7 12  9  0 0.62264 0.00000
2009  7 12 10  0 0.00000 0.00000
2009  7 12 11  0 0.00000 0.00000
2009  7 12 12  0 0.00000 0.00646
2009  7 12 13  0 0.00000 0.03800
2009  7 12 14  0 0.00000 0.07864
2009  7 12 15  0 0.00000 0.15878
2009  7 12 16  0 0.00000 0.28806
2009  7 12 17  0 0.00000 0.38225
2009  7 12 18  0 0.00000 0.45670
2009  7 12 19  0 0.00000 0.48526
2009  7 12 20  0 0.00000 0.40969
2009  7 12 21  0 0.00000 0.37188
2009  7 12 22  0 0.00000 0.27747
2009  7 12 23  0 0.00000 0.16007
2009  7 13  0  0 0.00000 0.05108
2009  7 13  1  0 0.00000 0.00250
2009  7 13  2  0 0.00000 0.00000
2009  7 13  3  0 0.00000 0.00000
2009  7 13  4  0 0.00000 0.00000
2009  7 13  5  0 0.00000 0.00000
2009  7 13  6  0 0.00000 0.00000
2009  7 13  7  0 0.00000 0.00000
2009  7 13  8  0 0.00000 0.00000
2009  7 13  9  0 0.00000 0.00000
2009  7 13 10  0 0.00000 0.00000
2009  7 13 11  0 0.00000 0.00006
2009  7 13 12  0 0.00000 0.01581
2009  7 13 13  0 0.00000 0.05812
2009  7 13 14  0 0.00000 0.11677
2009  7 13 15  0 0.00000 0.26756
2009  7 13 16  0 0.00000 0.43724
2009  7 13 17  0 0.00000 0.56732
2009  7 13 18  0 0.00000 0.56128
2009  7 13 19  0 0.00000 0.48294
2009  7 13 20  0 0.00000 0.49777
2009  7 13 21  0 0.00000 0.37288
2009  7 13 22  0 0.00000 0.21018
2009  7 13 23  0 0.00000 0.12211
2009  7 14  0  0 0.00000 0.04530
2009  7 14  1  0 0.00000 0.00576
2009  7 14  2  0 0.00000 0.00000
2009  7 14  3  0 0.00000 0.00000
2009  7 14  4  0 0.00000 0.00000
2009  7 14  5  0 0.00000 0.00000
2009  7 14  6  0 0.00000 0.00000
2009  7 14  7  0 0.00000 0.00000
2009  7 14  8  0 0.00000 0.00000
2009  7 14  9  0 0.00000 0.00000
2009  7 14 10  0 0.00000 0.00000
2009  7 14 11  0 0.00000 0.00016
2009  7 14 12  0 0.00000 0.01488
2009  7 14 13  0 0.00000 0.11001
2009  7 14 14  0 0.00000 0.23719
2009  7 14 15  0 0.00000 0.29845
2009  7 14 16  0 0.00000 0.34264
2009  7 14 17  0 0.37736 0.32241
2009  7 14 18  0 0.43396 0.28818
2009  7 14 19  0 1.05660 0.20859
2009  7 14 20  0 0.00000 0.21487
2009  7 14 21  0 0.00000 0.29379
2009  7 14 22  0 0.00000 0.26620
2009  7 14 23  0 0.00000 0.13641
2009  7 15  0  0 0.00000 0.03867
2009  7 15  1  0 0.00000 0.00544
2009  7 15  2  0 0.00000 0.00000
2009  7 15  3  0 0.00000 0.00000
2009  7 15  4  0 0.00000 0.00000
2009  7 15  5  0 0.00000 0.00000
2009  7 15  6  0 0.00000 0.00000
2009  7 15  7  0 0.00000 0.00000
2009  7 15  8  0 0.05660 0.00000
2009  7 15  9  0 0.00000 0.00000
2009  7 15 10  0 0.00000 0.00000
2009  7 15 11  0 0.00000 0.00003
2009  7 15 12  0 0.86792 0.00514
2009  7 15 13  0 0.33962 0.00657
2009  7 15 14  0 0.58490 0.00770
2009  7 15 15  0 0.15094 0.00975
2009  7 15 16  0 0.00000 0.03709
2009  7 15 17  0 0.00000 0.11466
2009  7 15 18  0 0.00000 0.23449
2009  7 15 19  0 0.00000 0.37150
2009  7 15 20  0 0.05660 0.39016
2009  7 15 21  0 0.00000 0.25770
2009  7 15 22  0 0.00000 0.13826
2009  7 15 23  0 0.00000 0.06722
2009  7 16  0  0 0.00000 0.01902
2009  7 16  1  0 0.00000 0.00166
2009  7 16  2  0 0.00000 0.00000
2009  7 16  3  0 0.00000 0.00000
2009  7 16  4  0 0.00000 0.00000
2009  7 16  5  0 0.00000 0.00000
2009  7 16  6  0 0.00000 0.00000
2009  7 16  7  0 0.00000 0.00000
2009  7 16  8  0 0.00000 0.00000
2009  7 16  9  0 0.00000 0.00000
2009  7 16 10  0 0.00000 0.00000
2009  7 16 11  0 0.00000 0.00004
2009  7 16 12  0 0.00000 0.01400
2009  7 16 13  0 0.00000 0.07493
2009  7 16 14  0 0.00000 0.14319
2009  7 16 15  0 0.00000 0.26624
2009  7 16 16  0 0.00000 0.44220
2009  7 16 17  0 0.00000 0.55426
2009  7 16 18  0 0.00000 0.59216
2009  7 16 19  0 0.00000 0.59048
2009  7 16 20  0 0.00000 0.52165
2009  7 16 21  0 0.00000 0.42880
2009  7 16 22  0 0.00000 0.28032
2009  7 16 23  0 0.00000 0.12466
2009  7 17  0  0 0.00000 0.03660
2009  7 17  1  0 0.00000 0.00556
2009  7 17  2  0 0.00000 0.00000
2009  7 17  3  0 0.00000 0.00000
2009  7 17  4  0 0.00000 0.00000
2009  7 17  5  0 0.00000 0.00000
2009  7 17  6  0 0.00000 0.00000
2009  7 17  7  0 0.00000 0.00000
2009  7 17  8  0 0.00000 0.00000
2009  7 17  9  0 0.00000 0.00000
2009  7 17 10  0 0.00000 0.00000
2009  7 17 11  0 0.00000 0.00003
2009  7 17 12  0 0.00000 0.01047
2009  7 17 13  0 0.00000 0.08055
2009  7 17 14  0 0.00000 0.19958
2009  7 17 15  0 0.00000 0.31853
2009  7 17 16  0 0.00000 0.37762
2009  7 17 17  0 0.00000 0.37204
2009  7 17 18  0 0.00000 0.40022
2009  7 17 19  0 0.00000 0.31894
2009  7 17 20  0 0.00000 0.26811
2009  7 17 21  0 0.00000 0.27510
2009  7 17 22  0 0.00000 0.21832
2009  7 17 23  0 0.00000 0.10206
2009  7 18  0  0 0.00000 0.02461
2009  7 18  1  0 0.00000 0.00288
2009  7 18  2  0 0.00000 0.00000
2009  7 18  3  0 0.00000 0.00000
2009  7 18  4  0 0.00000 0.00000
2009  7 18  5  0 0.00000 0.00000
2009  7 18  6  0 0.00000 0.00000
2009  7 18  7  0 0.00000 0.00000
2009  7 18  8  0 0.00000 0.00000
2009  7 18  9  0 0.00000 0.00000
2009  7 18 10  0 0.00000 0.00000
2009  7 18 11  0 0.00000 0.00000
2009  7 18 12  0 0.00000 0.00990
2009  7 18 13  0 0.00000 0.05878
2009  7 18 14  0 0.00000 0.19020
2009  7 18 15  0 0.00000 0.32640
2009  7 18 16  0 0.00000 0.37913
2009  7 18 17  0 0.05660 0.33458
2009  7 18 18  0 0.05660 0.18494
2009  7 18 19  0 0.05660 0.08409
2009  7 18 20  0 0.00000 0.04837
2009  7 18 21  0 0.00000 0.04555
2009  7 18 22  0 0.00000 0.05022
2009  7 18 23  0 0.00000 0.03801
2009  7 19  0  0 0.00000 0.01504
2009  7 19  1  0 0.00000 0.00210
2009  7 19  2  0 0.00000 0.00000
2009  7 19  3  0 0.00000 0.00000
2009  7 19  4  0 0.00000 0.00000
2009  7 19  5  0 0.00000 0.00000
2009  7 19  6  0 0.00000 0.00000
2009  7 19  7  0 0.00000 0.00000
2009  7 19  8  0 0.00000 0.00000
2009  7 19  9  0 0.00000 0.00000
2009  7 19 10  0 0.00000 0.00000
2009  7 19 11  0 0.00000 0.00004
2009  7 19 12  0 0.00000 0.01798
2009  7 19 13  0 0.00000 0.10823
2009  7 19 14  0 0.00000 0.18250
2009  7 19 15  0 0.00000 0.32236
2009  7 19 16  0 0.00000 0.33505
2009  7 19 17  0 0.00000 0.27568
2009  7 19 18  0 0.00000 0.24944
2009  7 19 19  0 0.05660 0.18095
2009  7 19 20  0 0.05660 0.22193
2009  7 19 21  0 0.00000 0.18127
2009  7 19 22  0 0.00000 0.07870
2009  7 19 23  0 0.67924 0.02552
2009  7 20  0  0 0.39622 0.00518
2009  7 20  1  0 0.05660 0.00048
2009  7 20  2  0 0.00000 0.00000
2009  7 20  3  0 0.00000 0.00000
2009  7 20  4  0 0.00000 0.00000
2009  7 20  5  0 0.05660 0.00000
2009  7 20  6  0 0.00000 0.00000
2009  7 20  7  0 0.00000 0.00000
2009  7 20  8  0 0.00000 0.00000
2009  7 20  9  0 0.00000 0.00000
2009  7 20 10  0 0.00000 0.00000
2009  7 20 11  0 0.00000 0.00003
2009  7 20 12  0 0.00000 0.00845
2009  7 20 13  0 0.00000 0.04136
2009  7 20 14  0 0.00000 0.13218
2009  7 20 15  0 0.00000 0.24930
2009  7 20 16  0 0.00000 0.25971
2009  7 20 17  0 1.15094 0.29810
2009  7 20 18  0 0.00000 0.32262
2009  7 20 19  0 0.05660 0.20123
2009  7 20 20  0 0.11320 0.07600
2009  7 20 21  0 0.00000 0.06295
2009  7 20 22  0 0.00000 0.07547
2009  7 20 23  0 0.00000 0.04597
2009  7 21  0  0 0.00000 0.01154
2009  7 21  1  0 0.00000 0.00056
2009  7 21  2  0 0.05660 0.00000
2009  7 21  3  0 1.01886 0.00000
2009  7 21  4  0 0.35848 0.00000
2009  7 21  5  0 5.22642 0.00000
2009  7 21  6  0 0.77358 0.00000
2009  7 21  7  0 0.00000 0.00000
2009  7 21  8  0 0.00000 0.00000
2009  7 21  9  0 0.00000 0.00000
2009  7 21 10  0 0.00000 0.00000
2009  7 21 11  0 0.00000 0.00000
2009  7 21 12  0 0.05660 0.00741
2009  7 21 13  0 0.00000 0.04430
2009  7 21 14  0 0.00000 0.11072
2009  7 21 15  0 0.05660 0.21064
2009  7 21 16  0 0.00000 0.24503
2009  7 21 17  0 0.00000 0.25941
2009  7 21 18  0 0.00000 0.35375
2009  7 21 19  0 0.00000 0.42936
2009  7 21 20  0 0.00000 0.37165
2009  7 21 21  0 0.00000 0.21069
2009  7 21 22  0 0.00000 0.13869
2009  7 21 23  0 0.05660 0.11175
2009  7 22  0  0 0.00000 0.04484
2009  7 22  1  0 0.00000 0.00526
2009  7 22  2  0 0.00000 0.00000
2009  7 22  3  0 0.00000 0.00000
2009  7 22  4  0 0.00000 0.00000
2009  7 22  5  0 0.00000 0.00000
2009  7 22  6  0 0.00000 0.00000
2009  7 22  7  0 0.00000 0.00000
2009  7 22  8  0 0.00000 0.00000
2009  7 22  9  0 0.00000 0.00000
2009  7 22 10  0 0.00000 0.00000
2009  7 22 11  0 0.00000 0.00000
2009  7 22 12  0 0.00000 0.00780
2009  7 22 13  0 0.00000 0.04587
2009  7 22 14  0 0.00000 0.10376
2009  7 22 15  0 0.00000 0.12190
2009  7 22 16  0 0.00000 0.16944
2009  7 22 17  0 0.00000 0.20993
2009  7 22 18  0 0.00000 0.18260
2009  7 22 19  0 0.00000 0.21114
2009  7 22 20  0 0.00000 0.35260
2009  7 22 21  0 0.00000 0.35866
2009  7 22 22  0 0.18868 0.17701
2009  7 22 23  0 0.30188 0.05341
2009  7 23  0  0 0.05660 0.01584
2009  7 23  1  0 0.00000 0.00244
2009  7 23  2  0 0.00000 0.00000
2009  7 23  3  0 0.00000 0.00000
2009  7 23  4  0 0.00000 0.00000
2009  7 23  5  0 0.00000 0.00000
2009  7 23  6  0 0.00000 0.00000
2009  7 23  7  0 0.00000 0.00000
2009  7 23  8  0 0.00000 0.00000
2009  7 23  9  0 0.00000 0.00000
2009  7 23 10  0 0.05660 0.00000
2009  7 23 11  0 0.00000 0.00000
2009  7 23 12  0 0.00000 0.00476
2009  7 23 13  0 0.00000 0.04092
2009  7 23 14  0 0.00000 0.12117
2009  7 23 15  0 0.00000 0.18248
2009  7 23 16  0 0.00000 0.26716
2009  7 23 17  0 0.00000 0.34770
2009  7 23 18  0 0.00000 0.36864
2009  7 23 19  0 0.00000 0.32281
2009  7 23 20  0 0.00000 0.31413
2009  7 23 21  0 0.00000 0.17092
2009  7 23 22  0 0.00000 0.04697
2009  7 23 23  0 0.00000 0.02279
2009  7 24  0  0 0.00000 0.01044
2009  7 24  1  0 0.00000 0.00186
2009  7 24  2  0 0.00000 0.00000
2009  7 24  3  0 0.00000 0.00000
2009  7 24  4  0 0.00000 0.00000
2009  7 24  5  0 0.00000 0.00000
2009  7 24  6  0 0.15094 0.00000
2009  7 24  7  0 0.00000 0.00000
2009  7 24  8  0 0.00000 0.00000
2009  7 24  9  0 0.00000 0.00000
2009  7 24 10  0 0.00000 0.00000
2009  7 24 11  0 0.00000 0.00012
2009  7 24 12  0 0.00000 0.02479
2009  7 24 13  0 0.00000 0.11446
2009  7 24 14  0 0.05660 0.20546
2009  7 24 15  0 0.00000 0.25905
2009  7 24 16  0 0.00000 0.29094
2009  7 24 17  0 0.00000 0.35232
2009  7 24 18  0 0.52830 0.31584
2009  7 24 19  0 0.96226 0.11982
2009  7 24 20  0 8.28302 0.01653
2009  7 24 21  0 0.05660 0.00672
2009  7 24 22  0 0.00000 0.01230
2009  7 24 23  0 0.05660 0.01154
2009  7 25  0  0 0.00000 0.00437
2009  7 25  1  0 0.00000 0.00077
2009  7 25  2  0 0.00000 0.00000
2009  7 25  3  0 0.00000 0.00000
2009  7 25  4  0 0.00000 0.00000
2009  7 25  5  0 0.00000 0.00000
2009  7 25  6  0 0.00000 0.00000
2009  7 25  7  0 0.00000 0.00000
2009  7 25  8  0 0.05660 0.00000
2009  7 25  9  0 0.00000 0.00000
2009  7 25 10  0 0.00000 0.00000
2009  7 25 11  0 0.00000 0.00000
2009  7 25 12  0 0.00000 0.00424
2009  7 25 13  0 0.00000 0.02196
2009  7 25 14  0 0.00000 0.08148
2009  7 25 15  0 0.00000 0.17052
2009  7 25 16  0 0.00000 0.32662
2009  7 25 17  0 0.00000 0.41617
2009  7 25 18  0 0.00000 0.42046
2009  7 25 19  0 0.00000 0.36171
2009  7 25 20  0 0.00000 0.35013
2009  7 25 21  0 0.05660 0.24878
2009  7 25 22  0 0.00000 0.11737
2009  7 25 23  0 0.00000 0.09364
2009  7 26  0  0 0.00000 0.04512
2009  7 26  1  0 0.00000 0.00410
2009  7 26  2  0 0.00000 0.00000
2009  7 26  3  0 0.00000 0.00000
2009  7 26  4  0 0.00000 0.00000
2009  7 26  5  0 0.00000 0.00000
2009  7 26  6  0 0.00000 0.00000
2009  7 26  7  0 0.00000 0.00000
2009  7 26  8  0 0.00000 0.00000
2009  7 26  9  0 0.00000 0.00000
2009  7 26 10  0 0.00000 0.00000
2009  7 26 11  0 0.00000 0.00000
2009  7 26 12  0 0.00000 0.01257
2009  7 26 13  0 0.00000 0.09602
2009  7 26 14  0 0.00000 0.20211
2009  7 26 15  0 0.00000 0.27952
2009  7 26 16  0 0.00000 0.31986
2009  7 26 17  0 0.00000 0.28947
2009  7 26 18  0 0.00000 0.30130
2009  7 26 19  0 0.00000 0.33209
2009  7 26 20  0 0.00000 0.33018
2009  7 26 21  0 0.00000 0.35924
2009  7 26 22  0 0.00000 0.30538
2009  7 26 23  0 0.00000 0.16826
2009  7 27  0  0 0.00000 0.05124
2009  7 27  1  0 0.00000 0.00540
2009  7 27  2  0 0.00000 0.00000
2009  7 27  3  0 0.00000 0.00000
2009  7 27  4  0 0.00000 0.00000
2009  7 27  5  0 0.00000 0.00000
2009  7 27  6  0 0.00000 0.00000
2009  7 27  7  0 0.00000 0.00000
2009  7 27  8  0 0.00000 0.00000
2009  7 27  9  0 0.00000 0.00000
2009  7 27 10  0 0.00000 0.00000
2009  7 27 11  0 0.00000 0.00004
2009  7 27 12  0 0.00000 0.01062
2009  7 27 13  0 0.00000 0.05656
2009  7 27 14  0 0.00000 0.13503
2009  7 27 15  0 0.00000 0.27389
2009  7 27 16  0 0.00000 0.37068
2009  7 27 17  0 0.00000 0.41814
2009  7 27 18  0 0.00000 0.34169
2009  7 27 19  0 0.00000 0.25857
2009  7 27 20  0 0.00000 0.33084
2009  7 27 21  0 0.00000 0.31598
2009  7 27 22  0 0.00000 0.19930
2009  7 27 23  0 0.00000 0.09104
2009  7 28  0  0 0.00000 0.02860
2009  7 28  1  0 0.00000 0.00514
2009  7 28  2  0 0.00000 0.00000
2009  7 28  3  0 0.00000 0.00000
2009  7 28  4  0 0.00000 0.00000
2009  7 28  5  0 0.00000 0.00000
2009  7 28  6  0 0.00000 0.00000
2009  7 28  7  0 0.00000 0.00000
2009  7 28  8  0 0.00000 0.00000
2009  7 28  9  0 0.00000 0.00000
2009  7 28 10  0 0.00000 0.00000
2009  7 28 11  0 0.00000 0.00004
2009  7 28 12  0 0.00000 0.01248
2009  7 28 13  0 0.00000 0.05911
2009  7 28 14  0 0.00000 0.14694
2009  7 28 15  0 0.00000 0.22675
2009  7 28 16  0 0.00000 0.32424
2009  7 28 17  0 0.00000 0.29039
2009  7 28 18  0 0.00000 0.23794
2009  7 28 19  0 0.00000 0.27936
2009  7 28 20  0 0.00000 0.25942
2009  7 28 21  0 0.00000 0.13588
2009  7 28 22  0 0.00000 0.04473
2009  7 28 23  0 0.00000 0.02154
2009  7 29  0  0 0.00000 0.01064
2009  7 29  1  0 0.00000 0.00192
2009  7 29  2  0 0.00000 0.00000
2009  7 29  3  0 0.00000 0.00000
2009  7 29  4  0 0.00000 0.00000
2009  7 29  5  0 0.00000 0.00000
2009  7 29  6  0 0.00000 0.00000
2009  7 29  7  0 0.00000 0.00000
2009  7 29  8  0 0.00000 0.00000
2009  7 29  9  0 0.00000 0.00000
2009  7 29 10  0 0.00000 0.00000
2009  7 29 11  0 0.00000 0.00002
2009  7 29 12  0 0.00000 0.01705
2009  7 29 13  0 0.00000 0.08538
2009  7 29 14  0 0.00000 0.16586
2009  7 29 15  0 0.00000 0.21670
2009  7 29 16  0 0.00000 0.26984
2009  7 29 17  0 0.00000 0.28538
2009  7 29 18  0 0.00000 0.24392
2009  7 29 19  0 0.00000 0.29702
2009  7 29 20  0 0.00000 0.24119
2009  7 29 21  0 0.83019 0.09335
2009  7 29 22  0 0.00000 0.02676
2009  7 29 23  0 0.00000 0.02663
2009  7 30  0  0 0.00000 0.01317
2009  7 30  1  0 0.00000 0.00078
2009  7 30  2  0 0.00000 0.00000
2009  7 30  3  0 0.00000 0.00000
2009  7 30  4  0 0.00000 0.00000
2009  7 30  5  0 0.00000 0.00000
2009  7 30  6  0 0.00000 0.00000
2009  7 30  7  0 0.00000 0.00000
2009  7 30  8  0 0.00000 0.00000
2009  7 30  9  0 0.05660 0.00000
2009  7 30 10  0 1.22642 0.00000
2009  7 30 11  0 1.24528 0.00000
2009  7 30 12  0 1.52830 0.00019
2009  7 30 13  0 1.69810 0.00043
2009  7 30 14  0 0.86792 0.00138
2009  7 30 15  0 0.43396 0.00502
2009  7 30 16  0 0.09434 0.01464
2009  7 30 17  0 0.05660 0.04752
2009  7 30 18  0 0.00000 0.13604
2009  7 30 19  0 0.00000 0.19746
2009  7 30 20  0 0.00000 0.21010
2009  7 30 21  0 0.00000 0.15855
2009  7 30 22  0 0.00000 0.10728
2009  7 30 23  0 0.00000 0.06871
2009  7 31  0  0 0.00000 0.02666
2009  7 31  1  0 0.00000 0.00414
2009  7 31  2  0 0.00000 0.00000
2009  7 31  3  0 0.00000 0.00000
2009  7 31  4  0 0.00000 0.00000
2009  7 31  5  0 0.00000 0.00000
2009  7 31  6  0 0.00000 0.00000
2009  7 31  7  0 0.00000 0.00000
2009  7 31  8  0 0.00000 0.00000
2009  7 31  9  0 0.00000 0.00000
2009  7 31 10  0 0.00000 0.00000
2009  7 31 11  0 0.00000 0.00000
2009  7 31 12  0 0.00000 0.00580
2009  7 31 13  0 0.00000 0.02980
2009  7 31 14  0 0.00000 0.08758
2009  7 31 15  0 0.00000 0.17138
2009  7 31 16  0 0.00000 0.20395
2009  7 31 17  0 0.00000 0.24980
2009  7 31 18  0 0.00000 0.39144
2009  7 31 19  0 0.00000 0.44707
2009  7 31 20  0 0.00000 0.32146
2009  7 31 21  0 0.00000 0.14220
2009  7 31 22  0 0.00000 0.06836
2009  7 31 23  0 0.00000 0.05094
2009  8  1  0  0 0.00000 0.02028
2009  8  1  1  0 0.00000 0.00234
2009  8  1  2  0 0.00000 0.00000
2009  8  1  3  0 0.00000 0.00000
2009  8  1  4  0 0.05660 0.00000
2009  8  1  5  0 0.00000 0.00000
2009  8  1  6  0 0.00000 0.00000
2009  8  1  7  0 0.00000 0.00000
2009  8  1  8  0 0.00000 0.00000
2009  8  1  9  0 0.00000 0.00000
2009  8  1 10  0 0.00000 0.00000
2009  8  1 11  0 0.00000 0.00001
2009  8  1 12  0 0.00000 0.01716
2009  8  1 13  0 0.00000 0.08504
2009  8  1 14  0 0.00000 0.24959
2009  8  1 15  0 0.00000 0.33633
2009  8  1 16  0 0.00000 0.34522
2009  8  1 17  0 0.00000 0.40419
2009  8  1 18  0 0.00000 0.46668
