#YYYY MM DD HH MM P(mm) PET(mm)
2009  9  4 15  0 0.00000 0.12527
2009  9  4 16  0 0.00000 0.22017
2009  9  4 17  0 0.00000 0.20963
2009  9  4 18  0 0.00000 0.39627
2009  9  4 19  0 0.00000 0.51787
2009  9  4 20  0 0.05660 0.29744
2009  9  4 21  0 0.05660 0.09834
2009  9  4 22  0 0.00000 0.05174
2009  9  4 23  0 0.00000 0.02762
2009  9  5  0  0 0.00000 0.00627
2009  9  5  1  0 0.00000 0.00038
2009  9  5  2  0 0.00000 0.00000
2009  9  5  3  0 0.00000 0.00000
2009  9  5  4  0 0.00000 0.00000
2009  9  5  5  0 0.00000 0.00000
2009  9  5  6  0 0.00000 0.00000
2009  9  5  7  0 0.00000 0.00000
2009  9  5  8  0 0.00000 0.00000
2009  9  5  9  0 0.00000 0.00000
2009  9  5 10  0 0.00000 0.00000
2009  9  5 11  0 0.00000 0.00000
2009  9  5 12  0 0.00000 0.00540
2009  9  5 13  0 0.00000 0.10700
2009  9  5 14  0 0.00000 0.21754
2009  9  5 15  0 0.00000 0.30700
2009  9  5 16  0 0.00000 0.42889
2009  9  5 17  0 0.00000 0.44972
2009  9  5 18  0 0.00000 0.51278
2009  9  5 19  0 0.33962 0.43964
2009  9  5 20  0 0.49056 0.16512
2009  9  5 21  0 0.00000 0.05263
2009  9  5 22  0 0.05660 0.04905
2009  9  5 23  0 0.00000 0.02840
2009  9  6  0  0 0.00000 0.00912
2009  9  6  1  0 0.00000 0.00118
2009  9  6  2  0 0.00000 0.00000
2009  9  6  3  0 0.00000 0.00000
2009  9  6  4  0 0.00000 0.00000
2009  9  6  5  0 0.00000 0.00000
2009  9  6  6  0 0.00000 0.00000
2009  9  6  7  0 0.00000 0.00000
2009  9  6  8  0 0.00000 0.00000
2009  9  6  9  0 0.00000 0.00000
2009  9  6 10  0 0.00000 0.00000
2009  9  6 11  0 0.00000 0.00001
2009  9  6 12  0 0.00000 0.00766
2009  9  6 13  0 0.00000 0.05421
2009  9  6 14  0 0.00000 0.17970
2009  9  6 15  0 0.00000 0.27672
2009  9  6 16  0 0.00000 0.30490
2009  9  6 17  0 0.00000 0.26966
2009  9  6 18  0 0.00000 0.38926
2009  9  6 19  0 0.00000 0.47244
2009  9  6 20  0 0.00000 0.32462
2009  9  6 21  0 0.15094 0.17960
2009  9  6 22  0 0.05660 0.10312
2009  9  6 23  0 0.00000 0.04602
2009  9  7  0  0 0.00000 0.01127
2009  9  7  1  0 0.00000 0.00070
2009  9  7  2  0 0.00000 0.00000
2009  9  7  3  0 0.00000 0.00000
2009  9  7  4  0 0.00000 0.00000
2009  9  7  5  0 0.00000 0.00000
2009  9  7  6  0 0.00000 0.00000
2009  9  7  7  0 0.00000 0.00000
2009  9  7  8  0 0.00000 0.00000
2009  9  7  9  0 0.00000 0.00000
2009  9  7 10  0 0.00000 0.00000
2009  9  7 11  0 0.05660 0.00001
2009  9  7 12  0 0.00000 0.00810
2009  9  7 13  0 0.00000 0.11776
2009  9  7 14  0 0.00000 0.24612
2009  9  7 15  0 0.00000 0.38598
2009  9  7 16  0 0.00000 0.40314
2009  9  7 17  0 0.00000 0.53274
2009  9  7 18  0 0.00000 0.51584
2009  9  7 19  0 0.00000 0.36109
2009  9  7 20  0 0.00000 0.20334
2009  9  7 21  0 0.00000 0.14764
2009  9  7 22  0 0.00000 0.10235
2009  9  7 23  0 0.00000 0.04011
2009  9  8  0  0 0.00000 0.00908
2009  9  8  1  0 0.00000 0.00082
2009  9  8  2  0 0.00000 0.00000
2009  9  8  3  0 0.00000 0.00000
2009  9  8  4  0 0.00000 0.00000
2009  9  8  5  0 0.00000 0.00000
2009  9  8  6  0 0.00000 0.00000
2009  9  8  7  0 0.33962 0.00000
2009  9  8  8  0 0.00000 0.00000
2009  9  8  9  0 0.00000 0.00000
2009  9  8 10  0 0.00000 0.00000
2009  9  8 11  0 0.00000 0.00000
2009  9  8 12  0 0.00000 0.02325
2009  9  8 13  0 0.00000 0.10745
2009  9  8 14  0 0.00000 0.20768
2009  9  8 15  0 0.00000 0.25432
2009  9  8 16  0 0.00000 0.41126
2009  9  8 17  0 0.00000 0.50295
2009  9  8 18  0 0.00000 0.33075
2009  9  8 19  0 0.00000 0.28275
2009  9  8 20  0 0.00000 0.31342
2009  9  8 21  0 0.05660 0.16743
2009  9  8 22  0 3.79245 0.04421
2009  9  8 23  0 0.05660 0.02494
2009  9  9  0  0 0.00000 0.01080
2009  9  9  1  0 0.00000 0.00049
2009  9  9  2  0 0.00000 0.00000
2009  9  9  3  0 0.00000 0.00000
2009  9  9  4  0 0.00000 0.00000
2009  9  9  5  0 0.00000 0.00000
2009  9  9  6  0 0.00000 0.00000
2009  9  9  7  0 0.00000 0.00000
2009  9  9  8  0 0.00000 0.00000
2009  9  9  9  0 0.00000 0.00000
2009  9  9 10  0 0.05660 0.00000
2009  9  9 11  0 0.00000 0.00000
2009  9  9 12  0 0.00000 0.00793
2009  9  9 13  0 0.00000 0.03334
2009  9  9 14  0 0.00000 0.11500
2009  9  9 15  0 0.00000 0.18414
2009  9  9 16  0 0.09434 0.22366
2009  9  9 17  0 0.00000 0.14234
2009  9  9 18  0 0.00000 0.12778
2009  9  9 19  0 0.00000 0.12340
2009  9  9 20  0 0.00000 0.06352
2009  9  9 21  0 0.00000 0.03390
2009  9  9 22  0 0.00000 0.03544
2009  9  9 23  0 0.00000 0.02646
2009  9 10  0  0 0.00000 0.00822
2009  9 10  1  0 0.00000 0.00053
2009  9 10  2  0 0.00000 0.00000
2009  9 10  3  0 0.00000 0.00000
2009  9 10  4  0 0.00000 0.00000
2009  9 10  5  0 0.00000 0.00000
2009  9 10  6  0 0.00000 0.00000
2009  9 10  7  0 0.00000 0.00000
2009  9 10  8  0 0.00000 0.00000
2009  9 10  9  0 0.00000 0.00000
2009  9 10 10  0 0.00000 0.00000
2009  9 10 11  0 0.00000 0.00000
2009  9 10 12  0 0.00000 0.01566
2009  9 10 13  0 0.00000 0.14561
2009  9 10 14  0 0.00000 0.22896
2009  9 10 15  0 0.00000 0.25068
2009  9 10 16  0 0.00000 0.30259
2009  9 10 17  0 0.00000 0.45704
2009  9 10 18  0 0.00000 0.54747
2009  9 10 19  0 0.00000 0.52860
2009  9 10 20  0 0.00000 0.47981
2009  9 10 21  0 0.00000 0.40206
2009  9 10 22  0 0.00000 0.26936
2009  9 10 23  0 0.05660 0.12934
2009  9 11  0  0 0.05660 0.03266
2009  9 11  1  0 0.05660 0.00148
2009  9 11  2  0 0.00000 0.00000
2009  9 11  3  0 0.00000 0.00000
2009  9 11  4  0 0.00000 0.00000
2009  9 11  5  0 0.00000 0.00000
2009  9 11  6  0 0.00000 0.00000
2009  9 11  7  0 0.05660 0.00000
2009  9 11  8  0 0.00000 0.00000
2009  9 11  9  0 0.00000 0.00000
2009  9 11 10  0 0.00000 0.00000
2009  9 11 11  0 0.00000 0.00002
2009  9 11 12  0 0.00000 0.01489
2009  9 11 13  0 0.00000 0.07823
2009  9 11 14  0 0.00000 0.15744
2009  9 11 15  0 0.00000 0.29756
2009  9 11 16  0 0.00000 0.40658
2009  9 11 17  0 0.00000 0.46258
2009  9 11 18  0 0.00000 0.42384
2009  9 11 19  0 0.18868 0.36050
2009  9 11 20  0 0.00000 0.27192
2009  9 11 21  0 0.00000 0.14794
2009  9 11 22  0 0.00000 0.07003
2009  9 11 23  0 0.00000 0.05560
2009  9 12  0  0 0.00000 0.02240
2009  9 12  1  0 0.00000 0.00052
2009  9 12  2  0 0.00000 0.00000
2009  9 12  3  0 0.20754 0.00000
2009  9 12  4  0 0.00000 0.00000
2009  9 12  5  0 0.00000 0.00000
2009  9 12  6  0 0.00000 0.00000
2009  9 12  7  0 0.00000 0.00000
2009  9 12  8  0 0.00000 0.00000
2009  9 12  9  0 0.00000 0.00000
2009  9 12 10  0 0.05660 0.00000
2009  9 12 11  0 0.00000 0.00000
2009  9 12 12  0 0.00000 0.00790
2009  9 12 13  0 0.00000 0.04224
2009  9 12 14  0 0.00000 0.16101
2009  9 12 15  0 0.00000 0.28564
2009  9 12 16  0 1.52830 0.26984
2009  9 12 17  0 0.00000 0.17580
2009  9 12 18  0 0.00000 0.18687
2009  9 12 19  0 0.00000 0.17918
2009  9 12 20  0 0.05660 0.11124
2009  9 12 21  0 0.00000 0.08074
2009  9 12 22  0 0.00000 0.05080
2009  9 12 23  0 0.00000 0.01878
2009  9 13  0  0 0.00000 0.00376
2009  9 13  1  0 0.00000 0.00006
2009  9 13  2  0 0.00000 0.00000
2009  9 13  3  0 0.00000 0.00000
2009  9 13  4  0 0.00000 0.00000
2009  9 13  5  0 0.00000 0.00000
2009  9 13  6  0 0.00000 0.00000
2009  9 13  7  0 0.00000 0.00000
2009  9 13  8  0 0.00000 0.00000
2009  9 13  9  0 0.00000 0.00000
2009  9 13 10  0 0.00000 0.00000
2009  9 13 11  0 0.00000 0.00000
2009  9 13 12  0 0.00000 0.00592
2009  9 13 13  0 0.00000 0.03573
2009  9 13 14  0 0.00000 0.15996
2009  9 13 15  0 0.00000 0.36818
2009  9 13 16  0 0.00000 0.31133
2009  9 13 17  0 0.00000 0.24271
2009  9 13 18  0 0.00000 0.24218
2009  9 13 19  0 0.05660 0.12502
2009  9 13 20  0 0.15094 0.04060
2009  9 13 21  0 0.00000 0.05903
2009  9 13 22  0 0.00000 0.04762
2009  9 13 23  0 0.05660 0.01830
2009  9 14  0  0 0.00000 0.00492
2009  9 14  1  0 0.00000 0.00046
2009  9 14  2  0 0.00000 0.00000
2009  9 14  3  0 0.00000 0.00000
2009  9 14  4  0 0.00000 0.00000
2009  9 14  5  0 0.00000 0.00000
2009  9 14  6  0 0.00000 0.00000
2009  9 14  7  0 0.00000 0.00000
2009  9 14  8  0 0.00000 0.00000
2009  9 14  9  0 0.00000 0.00000
2009  9 14 10  0 0.00000 0.00000
2009  9 14 11  0 0.00000 0.00000
2009  9 14 12  0 0.00000 0.00833
2009  9 14 13  0 0.00000 0.06677
2009  9 14 14  0 0.00000 0.18714
2009  9 14 15  0 0.00000 0.32542
2009  9 14 16  0 0.00000 0.44500
2009  9 14 17  0 0.24528 0.51006
2009  9 14 18  0 0.00000 0.52515
2009  9 14 19  0 0.00000 0.35438
2009  9 14 20  0 0.00000 0.15102
2009  9 14 21  0 0.00000 0.14097
2009  9 14 22  0 0.00000 0.20314
2009  9 14 23  0 0.00000 0.14829
2009  9 15  0  0 0.00000 0.04022
2009  9 15  1  0 0.00000 0.00076
2009  9 15  2  0 0.00000 0.00000
2009  9 15  3  0 0.00000 0.00000
2009  9 15  4  0 0.00000 0.00000
2009  9 15  5  0 0.00000 0.00000
2009  9 15  6  0 0.00000 0.00000
2009  9 15  7  0 0.00000 0.00000
2009  9 15  8  0 0.05660 0.00000
2009  9 15  9  0 0.00000 0.00000
2009  9 15 10  0 0.00000 0.00000
2009  9 15 11  0 0.00000 0.00000
2009  9 15 12  0 0.00000 0.00703
2009  9 15 13  0 0.33962 0.03414
2009  9 15 14  0 0.15094 0.10562
2009  9 15 15  0 0.00000 0.23308
2009  9 15 16  0 0.00000 0.42446
2009  9 15 17  0 0.00000 0.46064
2009  9 15 18  0 0.00000 0.41827
2009  9 15 19  0 0.00000 0.45538
2009  9 15 20  0 0.00000 0.44632
2009  9 15 21  0 0.00000 0.27742
2009  9 15 22  0 0.00000 0.18287
2009  9 15 23  0 0.00000 0.10034
2009  9 16  0  0 0.00000 0.02170
2009  9 16  1  0 0.00000 0.00106
2009  9 16  2  0 0.00000 0.00000
2009  9 16  3  0 0.00000 0.00000
2009  9 16  4  0 0.00000 0.00000
2009  9 16  5  0 0.00000 0.00000
2009  9 16  6  0 0.00000 0.00000
2009  9 16  7  0 0.00000 0.00000
2009  9 16  8  0 0.00000 0.00000
2009  9 16  9  0 0.00000 0.00000
2009  9 16 10  0 0.00000 0.00000
2009  9 16 11  0 0.00000 0.00000
2009  9 16 12  0 0.00000 0.00853
2009  9 16 13  0 0.00000 0.09143
2009  9 16 14  0 0.00000 0.18002
2009  9 16 15  0 0.00000 0.21454
2009  9 16 16  0 0.00000 0.25976
2009  9 16 17  0 0.00000 0.30200
2009  9 16 18  0 0.00000 0.23437
2009  9 16 19  0 0.00000 0.29027
2009  9 16 20  0 0.05660 0.21341
2009  9 16 21  0 0.00000 0.06626
2009  9 16 22  0 0.00000 0.03666
2009  9 16 23  0 0.00000 0.02831
2009  9 17  0  0 0.00000 0.00826
2009  9 17  1  0 0.00000 0.00042
2009  9 17  2  0 0.00000 0.00000
2009  9 17  3  0 0.00000 0.00000
2009  9 17  4  0 0.00000 0.00000
2009  9 17  5  0 0.00000 0.00000
2009  9 17  6  0 0.00000 0.00000
2009  9 17  7  0 0.00000 0.00000
2009  9 17  8  0 0.05660 0.00000
2009  9 17  9  0 0.00000 0.00000
2009  9 17 10  0 0.00000 0.00000
2009  9 17 11  0 0.00000 0.00000
2009  9 17 12  0 0.00000 0.00320
2009  9 17 13  0 0.00000 0.03052
2009  9 17 14  0 0.00000 0.09763
2009  9 17 15  0 0.00000 0.28326
2009  9 17 16  0 0.00000 0.38742
2009  9 17 17  0 0.05660 0.40141
2009  9 17 18  0 0.00000 0.34843
2009  9 17 19  0 0.00000 0.35288
2009  9 17 20  0 0.00000 0.34581
2009  9 17 21  0 0.00000 0.22903
2009  9 17 22  0 0.00000 0.09977
2009  9 17 23  0 0.00000 0.04114
2009  9 18  0  0 0.00000 0.01273
2009  9 18  1  0 0.00000 0.00062
2009  9 18  2  0 0.00000 0.00000
2009  9 18  3  0 0.00000 0.00000
2009  9 18  4  0 0.00000 0.00000
2009  9 18  5  0 0.00000 0.00000
2009  9 18  6  0 0.00000 0.00000
2009  9 18  7  0 0.00000 0.00000
2009  9 18  8  0 0.00000 0.00000
2009  9 18  9  0 0.00000 0.00000
2009  9 18 10  0 0.00000 0.00000
2009  9 18 11  0 0.00000 0.00001
2009  9 18 12  0 0.00000 0.01905
2009  9 18 13  0 0.00000 0.10468
2009  9 18 14  0 0.00000 0.20404
2009  9 18 15  0 0.00000 0.34803
2009  9 18 16  0 0.00000 0.49484
2009  9 18 17  0 0.00000 0.57615
2009  9 18 18  0 0.00000 0.48252
2009  9 18 19  0 0.00000 0.39625
2009  9 18 20  0 0.00000 0.44969
2009  9 18 21  0 0.00000 0.35400
2009  9 18 22  0 0.00000 0.19051
2009  9 18 23  0 0.00000 0.13072
2009  9 19  0  0 0.00000 0.05058
2009  9 19  1  0 0.00000 0.00228
2009  9 19  2  0 0.00000 0.00000
2009  9 19  3  0 0.00000 0.00000
2009  9 19  4  0 0.00000 0.00000
2009  9 19  5  0 0.00000 0.00000
2009  9 19  6  0 0.00000 0.00000
2009  9 19  7  0 0.00000 0.00000
2009  9 19  8  0 0.00000 0.00000
2009  9 19  9  0 0.00000 0.00000
2009  9 19 10  0 0.00000 0.00000
2009  9 19 11  0 0.00000 0.00000
2009  9 19 12  0 0.00000 0.01598
2009  9 19 13  0 0.00000 0.05396
2009  9 19 14  0 0.00000 0.15387
2009  9 19 15  0 0.00000 0.26960
2009  9 19 16  0 0.00000 0.35400
2009  9 19 17  0 0.00000 0.43462
2009  9 19 18  0 0.00000 0.44415
2009  9 19 19  0 0.00000 0.43663
2009  9 19 20  0 0.00000 0.31678
2009  9 19 21  0 0.00000 0.12498
2009  9 19 22  0 0.00000 0.04276
2009  9 19 23  0 0.00000 0.03635
2009  9 20  0  0 0.00000 0.01535
2009  9 20  1  0 0.00000 0.00096
2009  9 20  2  0 0.00000 0.00000
2009  9 20  3  0 0.00000 0.00000
2009  9 20  4  0 0.00000 0.00000
2009  9 20  5  0 0.00000 0.00000
2009  9 20  6  0 0.00000 0.00000
2009  9 20  7  0 0.00000 0.00000
2009  9 20  8  0 0.00000 0.00000
2009  9 20  9  0 0.00000 0.00000
2009  9 20 10  0 0.00000 0.00000
2009  9 20 11  0 0.00000 0.00000
2009  9 20 12  0 0.00000 0.01850
2009  9 20 13  0 0.00000 0.10065
2009  9 20 14  0 0.00000 0.24837
2009  9 20 15  0 0.00000 0.38740
2009  9 20 16  0 0.00000 0.49630
2009  9 20 17  0 0.00000 0.56844
2009  9 20 18  0 0.05660 0.44252
2009  9 20 19  0 0.00000 0.34894
2009  9 20 20  0 0.00000 0.36931
2009  9 20 21  0 0.00000 0.24454
2009  9 20 22  0 0.00000 0.10306
2009  9 20 23  0 0.00000 0.03548
2009  9 21  0  0 0.00000 0.00636
2009  9 21  1  0 0.00000 0.00025
2009  9 21  2  0 0.00000 0.00000
2009  9 21  3  0 0.00000 0.00000
2009  9 21  4  0 0.00000 0.00000
2009  9 21  5  0 0.00000 0.00000
2009  9 21  6  0 0.00000 0.00000
2009  9 21  7  0 0.00000 0.00000
2009  9 21  8  0 0.05660 0.00000
2009  9 21  9  0 0.00000 0.00000
2009  9 21 10  0 0.00000 0.00000
2009  9 21 11  0 0.00000 0.00000
2009  9 21 12  0 0.00000 0.01496
2009  9 21 13  0 0.00000 0.07980
2009  9 21 14  0 0.00000 0.21148
2009  9 21 15  0 0.00000 0.33136
2009  9 21 16  0 0.00000 0.36246
2009  9 21 17  0 2.16981 0.32570
2009  9 21 18  0 0.00000 0.17444
2009  9 21 19  0 0.00000 0.10778
2009  9 21 20  0 0.00000 0.11802
2009  9 21 21  0 0.00000 0.12940
2009  9 21 22  0 0.00000 0.10148
2009  9 21 23  0 0.00000 0.04205
2009  9 22  0  0 0.00000 0.00727
2009  9 22  1  0 0.00000 0.00020
2009  9 22  2  0 0.28302 0.00000
2009  9 22  3  0 0.15094 0.00000
2009  9 22  4  0 0.00000 0.00000
2009  9 22  5  0 0.05660 0.00000
2009  9 22  6  0 0.00000 0.00000
2009  9 22  7  0 0.00000 0.00000
2009  9 22  8  0 0.00000 0.00000
2009  9 22  9  0 0.00000 0.00000
2009  9 22 10  0 0.00000 0.00000
2009  9 22 11  0 0.15094 0.00000
2009  9 22 12  0 0.15094 0.00086
2009  9 22 13  0 0.20754 0.00519
2009  9 22 14  0 1.49056 0.01622
2009  9 22 15  0 0.88678 0.01250
2009  9 22 16  0 0.43396 0.01403
2009  9 22 17  0 0.00000 0.04737
2009  9 22 18  0 0.00000 0.10088
2009  9 22 19  0 0.00000 0.18373
2009  9 22 20  0 0.00000 0.24786
2009  9 22 21  0 0.00000 0.26232
2009  9 22 22  0 0.00000 0.21604
2009  9 22 23  0 0.00000 0.11495
2009  9 23  0  0 0.00000 0.02752
2009  9 23  1  0 0.00000 0.00065
2009  9 23  2  0 0.00000 0.00000
2009  9 23  3  0 0.00000 0.00000
2009  9 23  4  0 0.00000 0.00000
2009  9 23  5  0 0.00000 0.00000
2009  9 23  6  0 0.00000 0.00000
2009  9 23  7  0 0.00000 0.00000
2009  9 23  8  0 0.00000 0.00000
2009  9 23  9  0 0.00000 0.00000
2009  9 23 10  0 0.05660 0.00000
2009  9 23 11  0 0.00000 0.00000
2009  9 23 12  0 0.00000 0.01036
2009  9 23 13  0 0.00000 0.06167
2009  9 23 14  0 0.00000 0.21121
2009  9 23 15  0 0.00000 0.22176
2009  9 23 16  0 0.00000 0.19690
2009  9 23 17  0 0.00000 0.39031
2009  9 23 18  0 0.00000 0.47270
2009  9 23 19  0 0.00000 0.31971
2009  9 23 20  0 0.00000 0.23408
2009  9 23 21  0 0.00000 0.22672
2009  9 23 22  0 0.00000 0.14116
2009  9 23 23  0 0.00000 0.04477
2009  9 24  0  0 0.00000 0.00644
2009  9 24  1  0 0.00000 0.00011
2009  9 24  2  0 0.00000 0.00000
2009  9 24  3  0 0.00000 0.00000
2009  9 24  4  0 0.00000 0.00000
2009  9 24  5  0 0.00000 0.00000
2009  9 24  6  0 0.00000 0.00000
2009  9 24  7  0 0.00000 0.00000
2009  9 24  8  0 0.00000 0.00000
2009  9 24  9  0 0.00000 0.00000
2009  9 24 10  0 0.05660 0.00000
2009  9 24 11  0 0.00000 0.00003
2009  9 24 12  0 0.00000 0.00772
2009  9 24 13  0 0.00000 0.08921
2009  9 24 14  0 0.00000 0.20992
2009  9 24 15  0 0.00000 0.32406
2009  9 24 16  0 0.00000 0.44058
2009  9 24 17  0 0.00000 0.49632
2009  9 24 18  0 0.00000 0.27634
2009  9 24 19  0 0.00000 0.29744
2009  9 24 20  0 0.00000 0.36294
2009  9 24 21  0 0.00000 0.26976
2009  9 24 22  0 0.00000 0.17580
2009  9 24 23  0 0.00000 0.08703
2009  9 25  0  0 0.00000 0.01973
2009  9 25  1  0 0.00000 0.00032
2009  9 25  2  0 0.00000 0.00000
2009  9 25  3  0 0.00000 0.00000
2009  9 25  4  0 0.05660 0.00000
2009  9 25  5  0 0.00000 0.00000
2009  9 25  6  0 0.00000 0.00000
2009  9 25  7  0 0.00000 0.00000
2009  9 25  8  0 0.05660 0.00000
2009  9 25  9  0 0.00000 0.00000
2009  9 25 10  0 0.00000 0.00000
2009  9 25 11  0 0.00000 0.00000
2009  9 25 12  0 0.00000 0.00390
2009  9 25 13  0 0.00000 0.01624
2009  9 25 14  0 0.00000 0.13066
2009  9 25 15  0 0.00000 0.21008
2009  9 25 16  0 0.00000 0.24138
2009  9 25 17  0 0.00000 0.28630
2009  9 25 18  0 0.00000 0.29791
2009  9 25 19  0 0.00000 0.26474
2009  9 25 20  0 0.00000 0.16089
2009  9 25 21  0 0.00000 0.09774
2009  9 25 22  0 0.00000 0.07293
2009  9 25 23  0 0.00000 0.03362
2009  9 26  0  0 0.00000 0.00640
2009  9 26  1  0 0.00000 0.00012
2009  9 26  2  0 0.00000 0.00000
2009  9 26  3  0 0.00000 0.00000
2009  9 26  4  0 0.00000 0.00000
2009  9 26  5  0 0.00000 0.00000
2009  9 26  6  0 0.00000 0.00000
2009  9 26  7  0 0.00000 0.00000
2009  9 26  8  0 0.05660 0.00000
2009  9 26  9  0 0.00000 0.00000
2009  9 26 10  0 0.00000 0.00000
2009  9 26 11  0 0.00000 0.00000
2009  9 26 12  0 0.00000 0.00493
2009  9 26 13  0 0.00000 0.03395
2009  9 26 14  0 0.00000 0.14439
2009  9 26 15  0 0.00000 0.27984
2009  9 26 16  0 0.00000 0.41034
2009  9 26 17  0 0.00000 0.33926
2009  9 26 18  0 0.00000 0.29152
2009  9 26 19  0 0.00000 0.21560
2009  9 26 20  0 0.00000 0.13765
2009  9 26 21  0 0.00000 0.11119
2009  9 26 22  0 0.00000 0.07748
2009  9 26 23  0 0.00000 0.03162
2009  9 27  0  0 0.00000 0.00533
2009  9 27  1  0 0.00000 0.00014
2009  9 27  2  0 0.00000 0.00000
2009  9 27  3  0 0.00000 0.00000
2009  9 27  4  0 0.00000 0.00000
2009  9 27  5  0 0.00000 0.00000
2009  9 27  6  0 0.05660 0.00000
2009  9 27  7  0 0.00000 0.00000
2009  9 27  8  0 0.00000 0.00000
2009  9 27  9  0 0.05660 0.00000
2009  9 27 10  0 0.00000 0.00000
2009  9 27 11  0 0.00000 0.00000
2009  9 27 12  0 0.18868 0.00504
2009  9 27 13  0 0.00000 0.05598
2009  9 27 14  0 0.00000 0.08560
2009  9 27 15  0 0.00000 0.14719
2009  9 27 16  0 0.00000 0.23847
2009  9 27 17  0 0.00000 0.30520
2009  9 27 18  0 0.00000 0.29283
2009  9 27 19  0 0.62264 0.18150
2009  9 27 20  0 0.39622 0.06958
2009  9 27 21  0 0.00000 0.06868
2009  9 27 22  0 0.00000 0.04993
2009  9 27 23  0 0.05660 0.01230
2009  9 28  0  0 0.05660 0.00143
2009  9 28  1  0 0.00000 0.00004
2009  9 28  2  0 0.00000 0.00000
2009  9 28  3  0 0.00000 0.00000
2009  9 28  4  0 0.00000 0.00000
2009  9 28  5  0 0.00000 0.00000
2009  9 28  6  0 0.05660 0.00000
2009  9 28  7  0 0.00000 0.00000
2009  9 28  8  0 0.00000 0.00000
2009  9 28  9  0 0.00000 0.00000
2009  9 28 10  0 0.00000 0.00000
2009  9 28 11  0 0.00000 0.00000
2009  9 28 12  0 0.00000 0.00435
2009  9 28 13  0 0.00000 0.01906
2009  9 28 14  0 0.00000 0.03076
2009  9 28 15  0 0.00000 0.09174
2009  9 28 16  0 0.00000 0.15668
2009  9 28 17  0 0.00000 0.19130
2009  9 28 18  0 0.00000 0.21512
2009  9 28 19  0 0.00000 0.20038
2009  9 28 20  0 0.00000 0.24414
2009  9 28 21  0 0.00000 0.22375
2009  9 28 22  0 0.00000 0.18050
2009  9 28 23  0 0.00000 0.10696
2009  9 29  0  0 0.00000 0.02546
2009  9 29  1  0 0.00000 0.00030
2009  9 29  2  0 0.00000 0.00000
2009  9 29  3  0 0.00000 0.00000
2009  9 29  4  0 0.00000 0.00000
2009  9 29  5  0 0.00000 0.00000
2009  9 29  6  0 0.00000 0.00000
2009  9 29  7  0 0.00000 0.00000
2009  9 29  8  0 0.00000 0.00000
2009  9 29  9  0 0.00000 0.00000
2009  9 29 10  0 0.00000 0.00000
2009  9 29 11  0 0.00000 0.00002
2009  9 29 12  0 0.00000 0.01804
2009  9 29 13  0 0.00000 0.08862
2009  9 29 14  0 0.00000 0.24991
2009  9 29 15  0 0.00000 0.34005
2009  9 29 16  0 0.00000 0.36476
2009  9 29 17  0 0.00000 0.43894
2009  9 29 18  0 0.00000 0.48045
2009  9 29 19  0 0.00000 0.37098
2009  9 29 20  0 0.00000 0.32163
2009  9 29 21  0 0.00000 0.24398
2009  9 29 22  0 0.00000 0.16801
2009  9 29 23  0 0.00000 0.09528
2009  9 30  0  0 0.00000 0.02310
2009  9 30  1  0 0.00000 0.00036
2009  9 30  2  0 0.00000 0.00000
2009  9 30  3  0 0.00000 0.00000
2009  9 30  4  0 0.00000 0.00000
2009  9 30  5  0 0.00000 0.00000
2009  9 30  6  0 0.05660 0.00000
2009  9 30  7  0 0.00000 0.00000
2009  9 30  8  0 0.00000 0.00000
2009  9 30  9  0 0.00000 0.00000
2009  9 30 10  0 0.00000 0.00000
2009  9 30 11  0 0.00000 0.00007
2009  9 30 12  0 0.00000 0.02399
2009  9 30 13  0 0.00000 0.09352
2009  9 30 14  0 0.00000 0.17852
2009  9 30 15  0 0.00000 0.30076
2009  9 30 16  0 0.00000 0.34368
2009  9 30 17  0 0.05660 0.42918
2009  9 30 18  0 0.11320 0.30902
2009  9 30 19  0 0.18868 0.22332
2009  9 30 20  0 0.00000 0.18326
2009  9 30 21  0 0.00000 0.13902
2009  9 30 22  0 0.05660 0.08972
2009  9 30 23  0 0.00000 0.04370
2009 10  1  0  0 0.00000 0.01179
2009 10  1  1  0 0.00000 0.00010
2009 10  1  2  0 0.00000 0.00000
2009 10  1  3  0 0.00000 0.00000
2009 10  1  4  0 0.00000 0.00000
2009 10  1  5  0 0.00000 0.00000
2009 10  1  6  0 0.00000 0.00000
2009 10  1  7  0 0.00000 0.00000
2009 10  1  8  0 0.11320 0.00000
2009 10  1  9  0 0.00000 0.00000
2009 10  1 10  0 0.00000 0.00000
2009 10  1 11  0 0.00000 0.00000
2009 10  1 12  0 0.00000 0.01020
2009 10  1 13  0 0.00000 0.04842
2009 10  1 14  0 0.00000 0.12168
2009 10  1 15  0 0.00000 0.20910
2009 10  1 16  0 0.00000 0.17329
2009 10  1 17  0 0.00000 0.11588
2009 10  1 18  0 0.11320 0.08578
2009 10  1 19  0 0.24528 0.07021
2009 10  1 20  0 0.26414 0.03820
2009 10  1 21  0 0.05660 0.03144
2009 10  1 22  0 0.00000 0.04227
2009 10  1 23  0 0.00000 0.02564
2009 10  2  0  0 0.00000 0.00542
2009 10  2  1  0 0.00000 0.00006
2009 10  2  2  0 0.00000 0.00000
2009 10  2  3  0 0.00000 0.00000
2009 10  2  4  0 0.00000 0.00000
2009 10  2  5  0 0.00000 0.00000
2009 10  2  6  0 0.00000 0.00000
2009 10  2  7  0 0.00000 0.00000
